uid,date,temperature,pressure,cloud,weather,wind_dir,wind_spd
09386,2008-08-26,12,742,suncl,,В,2
09386,2008-08-27,11,742,dull,,СЗ,1
09386,2008-08-28,14,743,dull,,Ш,0
09386,2008-08-29,16,742,suncl,,Ю,2
09386,2008-08-30,13,739,dull,,ЮВ,2
09386,2008-08-31,17,739,suncl,,В,1
09386,2008-09-01,18,743,dull,,Ш,0
09386,2008-09-02,18,746,suncl,,СЗ,2
09386,2008-09-03,21,747,suncl,,Ш,0
09386,2008-09-04,19,748,suncl,,ЮЗ,3
09386,2008-09-05,13,749,suncl,,СЗ,3
09386,2008-09-06,12,746,sunc,,СВ,2
09386,2008-09-07,9,749,dull,,В,1
09386,2008-09-08,11,746,suncl,,СЗ,1
09386,2008-09-09,15,741,sunc,,В,2
09386,2008-09-10,13,738,dull,,Ш,0
09386,2008-09-11,14,736,suncl,,В,4
09386,2008-09-12,8,737,dull,,З,3
09386,2008-09-13,13,743,sunc,,ЮЗ,2
09386,2008-09-14,13,743,suncl,,ЮВ,3
09386,2008-09-15,7,741,dull,,В,2
09386,2008-09-16,8,737,dull,rain,СВ,1
09386,2008-09-17,6,737,dull,rain,ЮВ,3
09386,2008-09-18,8,737,dull,,СВ,2
09386,2008-09-19,10,740,suncl,,З,2
09386,2008-09-20,8,742,dull,,З,2
09386,2008-09-21,6,745,dull,,З,4
09386,2008-09-22,4,742,dull,,ЮЗ,5
09386,2008-09-23,4,728,dull,rain,З,3
09386,2008-09-24,7,742,dull,,З,3
09386,2008-09-25,9,743,dull,,З,2
09386,2008-09-26,10,746,dull,,Ю,3
09386,2008-09-27,8,744,dull,,Ш,0
09386,2008-09-28,8,743,dull,,Ш,0
09386,2008-09-29,10,739,dull,,В,2
09386,2008-09-30,3,742,dull,rain,ЮЗ,2
09386,2008-10-01,3,749,dull,,С,2
09386,2008-10-02,4,748,dull,,В,2
09386,2008-10-03,6,747,dull,,ЮЗ,3
09386,2008-10-04,4,743,suncl,,З,1
09386,2008-10-05,2,740,dull,,В,3
09386,2008-10-06,2,738,dull,rain,В,1
09386,2008-10-07,2,741,dull,,С,1
09386,2008-10-08,-2,741,dull,snow,С,3
09386,2008-10-09,-7,746,dull,snow,СЗ,2
09386,2008-10-10,-5,743,dull,snow,СВ,1
09386,2008-10-11,-5,740,dull,snow,В,2
09386,2008-10-12,-2,740,sunc,,Ш,0
09386,2008-10-13,1,740,dull,,ЮЗ,3
09386,2008-10-14,-1,739,dull,snow,СВ,2
09386,2008-10-15,2,744,dull,,В,2
09386,2008-10-16,1,739,dull,rain,В,3
09386,2008-10-17,3,741,dull,,Ю,1
09386,2008-10-18,-9,740,dull,snow,С,3
09386,2008-10-19,-10,742,dull,snow,С,2
09386,2008-10-20,-10,751,sunc,,ЮЗ,2
09386,2008-10-21,-11,758,dull,snow,ЮЗ,1
09386,2008-10-22,-10,758,suncl,,Ш,0
09386,2008-10-23,-5,750,suncl,,ЮВ,3
09386,2008-10-24,-2,741,dull,,СЗ,5
09386,2008-10-25,2,744,suncl,,З,2
09386,2008-10-26,-2,745,suncl,,З,2
09386,2008-10-27,-1,742,dull,snow,ЮЗ,3
09386,2008-10-28,-1,739,dull,,Ш,0
09386,2008-10-29,-1,736,dull,snow,ЮЗ,1
09386,2008-10-30,1,727,suncl,,З,2
09386,2008-10-31,-10,736,dull,snow,СЗ,2
09386,2008-11-01,-15,743,dull,snow,З,1
09386,2008-11-02,-25,748,sun,,СЗ,2
09386,2008-11-03,-22,750,suncl,,С,2
09386,2008-11-04,-26,754,dull,,Ш,0
09386,2008-11-05,-27,755,sunc,,Ш,0
09386,2008-11-06,-27,749,dull,,Ю,3
09386,2008-11-07,-13,743,dull,snow,В,2
09386,2008-11-08,-9,731,dull,snow,Ш,0
09386,2008-11-09,-13,739,sunc,,З,1
09386,2008-11-10,-24,746,dull,,Ш,0
09386,2008-11-11,-29,746,suncl,,Ш,0
09386,2008-11-12,-23,749,dull,,СЗ,1
09386,2008-11-13,-30,753,sunc,,Ш,0
09386,2008-11-14,-31,753,dull,,В,1
09386,2008-11-15,-32,755,sunc,,В,1
09386,2008-11-16,-31,757,suncl,,Ш,0
09386,2008-11-17,-26,749,dull,snow,Ш,0
09386,2008-11-18,-21,743,dull,snow,В,2
09386,2008-11-19,-14,737,dull,snow,В,1
09386,2008-11-20,-33,755,sunc,,Ш,0
09386,2008-11-21,-30,749,sunc,,Ш,0
09386,2008-11-22,-28,750,dull,snow,В,3
09386,2008-11-23,-22,743,dull,snow,СВ,2
09386,2008-11-24,-26,746,dull,,Ш,0
09386,2008-11-25,-29,750,dull,,В,2
09386,2008-11-26,-18,732,dull,snow,СВ,2
09386,2008-11-27,-29,744,dull,snow,Ш,0
09386,2008-11-28,-27,740,dull,,Ш,0
09386,2008-11-29,-20,722,dull,snow,Ш,0
09386,2008-11-30,-25,735,dull,,СЗ,1
09386,2008-12-01,-41,746,sun,,СЗ,1
09386,2008-12-02,-46,760,suncl,,З,2
09386,2008-12-03,-46,765,sun,,З,1
09386,2008-12-04,-39,751,dull,snow,Ш,0
09386,2008-12-05,-26,742,dull,snow,Ю,2
09386,2008-12-06,-31,738,dull,snow,Ш,0
09386,2008-12-07,-41,745,sun,,СЗ,1
09386,2008-12-08,-42,744,dull,,С,1
09386,2008-12-09,-42,748,sun,,Ш,0
09386,2008-12-10,-41,749,sun,,З,1
09386,2008-12-11,-18,744,dull,,З,2
09386,2008-12-12,-25,742,dull,,З,1
09386,2008-12-13,-33,740,suncl,,ЮВ,2
09386,2008-12-14,-29,739,dull,,С,2
09386,2008-12-15,-43,742,sun,,Ш,0
09386,2008-12-16,-38,740,sunc,,Ш,0
09386,2008-12-17,-43,750,sunc,,Ш,0
09386,2008-12-18,-51,760,sun,,Ш,0
09386,2008-12-19,-52,766,sun,,Ш,0
09386,2008-12-20,-23,749,dull,,З,3
09386,2008-12-21,-16,743,dull,,З,2
09386,2008-12-22,-17,743,dull,,З,2
09386,2008-12-23,-25,750,dull,,СЗ,1
09386,2008-12-24,-14,750,sunc,,СЗ,2
09386,2008-12-25,-25,750,sunc,,Ш,0
09386,2008-12-26,-21,743,dull,snow,Ш,0
09386,2008-12-27,-24,745,dull,,Ш,0
09386,2008-12-28,-23,744,dull,snow,Ю,1
09386,2008-12-29,-26,750,dull,,Ш,0
09386,2008-12-30,-21,747,dull,,Ш,0
09386,2008-12-31,-14,742,suncl,,В,4
09386,2009-01-01,-14,740,dull,snow,Ш,0
09386,2009-01-02,-13,751,dull,,З,2
09386,2009-01-03,-20,756,suncl,,Ш,0
09386,2009-01-04,-30,755,dull,snow,В,2
09386,2009-01-05,-33,760,sunc,,Ш,0
09386,2009-01-06,-32,757,dull,,СЗ,1
09386,2009-01-07,-33,761,suncl,,Ш,0
09386,2009-01-08,-30,754,dull,,В,2
09386,2009-01-09,-30,751,suncl,,Ш,0
09386,2009-01-10,-28,754,dull,,В,1
09386,2009-01-11,-33,761,sun,,СЗ,1
09386,2009-01-12,-39,759,dull,,Ш,0
09386,2009-01-13,-31,750,dull,,Ш,0
09386,2009-01-14,-28,747,dull,,Ш,0
09386,2009-01-15,-22,743,dull,snow,Ш,0
09386,2009-01-16,-21,733,dull,,Ш,0
09386,2009-01-17,-36,739,sunc,,СВ,2
09386,2009-01-18,-35,738,dull,snow,Ш,0
09386,2009-01-19,-25,741,dull,snow,Ш,0
09386,2009-01-20,-39,752,sun,,Ш,0
09386,2009-01-21,-32,755,dull,snow,Ш,0
09386,2009-01-22,-24,759,dull,,СЗ,1
09386,2009-01-23,-28,759,suncl,,СЗ,1
09386,2009-01-24,-27,756,dull,,СЗ,1
09386,2009-01-25,-27,744,dull,,Ш,0
09386,2009-01-26,-19,734,dull,snow,Ш,0
09386,2009-01-27,-22,743,dull,,С,2
09386,2009-01-28,-27,748,dull,snow,С,1
09386,2009-01-29,-36,754,dull,snow,Ш,0
09386,2009-01-30,-38,754,dull,snow,Ш,0
09386,2009-01-31,-41,753,dull,,Ш,0
09386,2009-02-01,-42,754,suncl,,Ш,0
09386,2009-02-02,-46,752,sunc,,Ш,0
09386,2009-02-03,-50,751,sun,,Ш,0
09386,2009-02-04,-50,750,sunc,,Ш,0
09386,2009-02-05,-37,743,dull,,Ш,0
09386,2009-02-06,-38,746,suncl,,Ш,0
09386,2009-02-07,-42,746,sunc,,СВ,1
09386,2009-02-08,-38,749,dull,,Ш,0
09386,2009-02-09,-40,750,dull,,Ш,0
09386,2009-02-10,-38,753,dull,,Ш,0
09386,2009-02-11,-38,758,dull,snow,С,3
09386,2009-02-12,-36,761,dull,,СЗ,1
09386,2009-02-13,-32,761,sunc,,Ш,0
09386,2009-02-14,-38,766,sun,,Ш,0
09386,2009-02-15,-36,770,sun,,З,2
09386,2009-02-16,-36,769,sun,,Ш,0
09386,2009-02-17,-34,763,suncl,,Ш,0
09386,2009-02-18,-32,754,dull,,Ш,0
09386,2009-02-19,-30,750,suncl,snow,З,3
09386,2009-02-20,-29,741,dull,snow,Ш,0
09386,2009-02-21,-20,738,dull,,СЗ,1
09386,2009-02-22,-26,749,sun,,Ш,0
09386,2009-02-23,-14,738,dull,snow,З,4
09386,2009-02-24,-10,732,dull,,З,2
09386,2009-02-25,-12,741,dull,,СЗ,1
09386,2009-02-26,-18,748,suncl,,Ш,0
09386,2009-02-27,-24,748,dull,snow,ЮВ,1
09386,2009-02-28,-17,744,dull,,Ш,0
09386,2009-03-01,-12,743,dull,snow,Ш,0
09386,2009-03-02,-14,744,suncl,,Ш,0
09386,2009-03-03,-19,744,sun,,Ш,0
09386,2009-03-04,-23,744,dull,,ЮВ,1
09386,2009-03-05,-17,743,dull,,ЮЗ,1
09386,2009-03-06,-22,743,suncl,,СЗ,4
09386,2009-03-07,-28,751,sunc,,СЗ,3
09386,2009-03-08,-29,747,dull,snow,Ш,0
09386,2009-03-09,-23,741,dull,snow,СЗ,4
09386,2009-03-10,-25,754,sun,,СЗ,4
09386,2009-03-11,-17,753,dull,snow,ЮЗ,4
09386,2009-03-12,-17,742,suncl,,СЗ,3
09386,2009-03-13,-25,746,sun,,С,3
09386,2009-03-14,-25,749,suncl,,СЗ,3
09386,2009-03-15,-22,751,sunc,,З,1
09386,2009-03-16,-20,746,dull,,З,1
09386,2009-03-17,-22,746,suncl,,З,1
09386,2009-03-18,-22,747,sun,,З,2
09386,2009-03-19,-20,745,suncl,,Ш,0
09386,2009-03-20,-19,749,suncl,,СЗ,1
09386,2009-03-21,-15,752,dull,,Ш,0
09386,2009-03-22,-1,749,dull,,Ш,0
09386,2009-03-23,-4,748,dull,,ЮЗ,4
09386,2009-03-24,-4,748,suncl,,Ш,0
09386,2009-03-25,1,747,suncl,,ЮЗ,2
09386,2009-03-26,0,753,sun,,З,2
09386,2009-03-27,0,754,suncl,,СЗ,1
09386,2009-03-28,2,760,sunc,,Ю,2
09386,2009-03-29,4,752,suncl,,Ю,6
09386,2009-03-30,1,748,suncl,,С,2
09386,2009-03-31,-1,748,dull,,З,5
09386,2009-04-01,-1,739,dull,,В,3
09386,2009-04-02,-8,741,suncl,,СЗ,1
09386,2009-04-03,-2,743,dull,,СЗ,1
09386,2009-04-04,9,739,dull,,З,3
09386,2009-04-05,8,730,dull,,Ю,3
09386,2009-04-06,4,734,dull,,ЮЗ,3
09386,2009-04-07,-5,737,suncl,,З,3
09386,2009-04-08,-3,744,dull,,СЗ,4
09386,2009-04-09,1,733,dull,,Ю,4
09386,2009-04-10,-11,740,dull,,З,8
09386,2009-04-11,-10,746,sunc,,ЮЗ,4
09386,2009-04-12,-12,750,suncl,,СЗ,2
09386,2009-04-13,-8,751,dull,,ЮЗ,5
09386,2009-04-14,1,741,dull,,З,3
09386,2009-04-15,7,736,sunc,,ЮЗ,3
09386,2009-04-16,6,735,dull,,З,3
09386,2009-04-17,7,740,suncl,,ЮЗ,2
09386,2009-04-18,8,741,dull,,ЮЗ,3
09386,2009-04-19,9,741,dull,,ЮЗ,2
09386,2009-04-20,5,749,sun,,З,2
09386,2009-04-21,10,752,suncl,,ЮЗ,2
09386,2009-04-22,12,755,suncl,,ЮЗ,2
09386,2009-04-23,14,753,dull,,В,4
09386,2009-04-24,12,750,suncl,,СЗ,2
09386,2009-04-25,14,746,sun,,В,5
09386,2009-04-26,12,739,dull,,ЮЗ,1
09386,2009-04-27,9,736,dull,,З,3
09386,2009-04-28,2,738,dull,,ЮЗ,5
09386,2009-04-29,4,739,suncl,,С,2
09386,2009-04-30,7,736,suncl,,В,3
09386,2009-05-01,6,730,dull,,Ю,2
09386,2009-05-02,-2,741,suncl,,З,4
09386,2009-05-03,-4,734,dull,snow,В,3
09386,2009-05-04,-4,729,dull,,ЮЗ,7
09386,2009-05-05,3,732,dull,,ЮЗ,3
09386,2009-05-06,-2,736,dull,snow,З,5
09386,2009-05-07,1,745,suncl,,З,3
09386,2009-05-08,3,741,dull,snow,В,2
09386,2009-05-09,1,737,dull,snow,С,1
09386,2009-05-10,4,746,suncl,,С,4
09386,2009-05-11,2,748,suncl,,ЮВ,2
09386,2009-05-12,2,737,dull,,В,3
09386,2009-05-13,6,739,dull,,В,4
09386,2009-05-14,7,743,suncl,,З,3
09386,2009-05-15,7,740,dull,,Ю,2
09386,2009-05-16,5,735,dull,,СЗ,4
09386,2009-05-17,4,738,suncl,,СЗ,2
09386,2009-05-18,6,729,dull,,ЮВ,3
09386,2009-05-19,5,727,dull,,З,3
09386,2009-05-20,4,731,dull,,Ю,3
09386,2009-05-21,7,737,suncl,,З,3
09386,2009-05-22,8,740,dull,,СВ,2
09386,2009-05-23,6,741,dull,,СВ,3
09386,2009-05-24,7,740,dull,,СВ,3
09386,2009-05-25,8,744,suncl,,С,3
09386,2009-05-26,11,747,dull,,СВ,5
09386,2009-05-27,11,747,sun,,С,3
09386,2009-05-28,15,745,sun,,З,2
09386,2009-05-29,21,736,suncl,,ЮВ,4
09386,2009-05-30,8,734,dull,,З,4
09386,2009-05-31,12,731,dull,,Ю,3
09386,2009-06-01,8,735,suncl,,З,4
09386,2009-06-02,12,740,dull,,ЮВ,4
09386,2009-06-03,17,737,dull,,З,1
09386,2009-06-04,14,739,dull,,В,2
09386,2009-06-05,11,741,suncl,,С,3
09386,2009-06-06,22,742,suncl,,З,3
09386,2009-06-07,21,742,dull,,З,7
09386,2009-06-08,17,750,suncl,,З,2
09386,2009-06-09,24,743,suncl,,Ю,2
09386,2009-06-10,20,737,dull,,СЗ,4
09386,2009-06-11,20,736,dull,,ЮЗ,2
09386,2009-06-12,11,744,dull,rain,СВ,2
09386,2009-06-13,12,745,dull,rain,СВ,3
09386,2009-06-14,10,739,dull,rain,С,2
09386,2009-06-15,13,736,dull,rain,Ш,0
09386,2009-06-16,13,735,suncl,,С,2
09386,2009-06-17,16,736,dull,,Ш,0
09386,2009-06-18,19,738,dull,,СВ,2
09386,2009-06-19,21,738,sunc,,ЮЗ,3
09386,2009-06-20,18,741,dull,,СВ,5
09386,2009-06-21,20,744,suncl,,В,2
09386,2009-06-22,20,741,suncl,,С,3
09386,2009-06-23,22,739,dull,,СВ,3
09386,2009-06-24,25,738,suncl,,В,1
09386,2009-06-25,23,736,suncl,,В,2
09386,2009-06-26,22,735,suncl,,ЮЗ,2
09386,2009-06-27,21,735,dull,,В,2
09386,2009-06-28,20,737,suncl,,ЮЗ,2
09386,2009-06-29,21,736,dull,,В,2
09386,2009-06-30,16,736,dull,,Ю,3
09386,2009-07-01,20,738,dull,,ЮЗ,3
09386,2009-07-02,20,737,dull,,ЮЗ,2
09386,2009-07-03,19,737,suncl,,ЮЗ,3
09386,2009-07-04,20,740,suncl,,З,4
09386,2009-07-05,18,744,suncl,,СЗ,2
